Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,cr,lambda
-3.9705790501062537,-1.3998766119383363,-3.737621511640831,-1.632834150403759,0.0,0.0,-0.8654434250764528,m_u,10.0,1.7
0.11412037732960378,0.5260510624828482,0.20443997449262047,0.4719979851964736,1.0,1.0,0.37201646090534984,m_y=1,11.0,1.7
0.31249429789715877,0.6728384514290033,0.3192376904551767,0.6693661562157158,0.2,0.0,0.2878179384203481,m_y=0,11.0,1.7
-0.6016909110501245,0.4007942312876529,-0.31734087186144944,0.11644419209897783,1.0,0.8,0.09283931910461385,m_a=0,11.0,1.7
-0.318153121664474,0.053160623897324545,-0.3181531216644739,0.05316062389732468,1.0,1.0,-0.18538587848932686,m_a=1,11.0,1.7
-4.389944655565882,-1.6170173632907794,-4.156029791523822,-1.8509322273328395,0.0,0.0,-0.9750254841997963,m_u,11.0,1.7
0.11379123657960104,0.5246799292936428,0.2037307545684497,0.4708147316038138,1.0,1.0,0.37201646090534984,m_y=1,12.0,1.7
0.3112197390742441,0.6707027997648983,0.3179252169205268,0.6672464941936745,0.0,0.0,0.2878179384203481,m_y=0,12.0,1.7
-0.6004775540639226,0.4038816709576546,-0.3154442215471394,0.11884833844087157,1.0,1.0,0.09283931910461385,m_a=0,12.0,1.7
-0.3181126239258695,0.05324283503782987,-0.3181126239258695,0.05324283503782986,1.0,1.0,-0.18538587848932686,m_a=1,12.0,1.7
-4.783516399623316,-1.8170929142052799,-4.549039438011651,-2.051569875816946,0.0,0.0,-1.0846075433231397,m_u,12.0,1.7
0.11526279334445758,0.5229482065465556,0.20488486572343026,0.4688397581683993,1.0,1.0,0.37201646090534984,m_y=1,13.0,1.7
0.3137562090231224,0.6697516791174001,0.3204675249762659,0.6662567927933094,0.2,0.2,0.2878179384203481,m_y=0,13.0,1.7
-0.5947748493408963,0.393957537772674,-0.314639468160531,0.11382215659230872,1.0,0.8,0.09283931910461385,m_a=0,13.0,1.7
-0.31864511062356293,0.04892394598905094,-0.31864511062356293,0.04892394598905099,1.0,1.0,-0.18538587848932686,m_a=1,13.0,1.7
-5.143279694104768,-2.0202250025066726,-4.912831934051195,-2.250672762560245,0.0,0.0,-1.194189602446483,m_u,13.0,1.7
0.11736203410023434,0.5230946137037942,0.20593673697695106,0.4697773584497962,1.0,1.0,0.37201646090534984,m_y=1,14.0,1.7
0.31495754930649544,0.6698050241503396,0.3215699259928322,0.6663749861205462,0.4,0.4,0.2878179384203481,m_y=0,14.0,1.7
-0.5937092197657108,0.39270313809267354,-0.31454316120317405,0.11353707953013684,1.0,0.6,0.09283931910461385,m_a=0,14.0,1.7
-0.31680290235244046,0.05124532694095527,-0.3168029023524404,0.05124532694095533,1.0,1.0,-0.18538587848932686,m_a=1,14.0,1.7
-5.548670604946638,-2.233338123788728,-5.319020238728527,-2.4629884900068397,0.0,0.0,-1.303771661569827,m_u,14.0,1.7
0.12177113641962634,0.5199949283376342,0.20793358268750692,0.4679381568081406,1.0,1.0,0.37201646090534984,m_y=1,15.0,1.7
0.31903883515443543,0.6678477150503173,0.3254798396825927,0.6644951129865289,0.2,0.0,0.2878179384203481,m_y=0,15.0,1.7
-0.5819378694497634,0.38051263049340694,-0.3104791695711793,0.10905393061482278,1.0,0.6,0.09283931910461385,m_a=0,15.0,1.7
-0.3162265308339876,0.04686263057716304,-0.3162265308339875,0.04686263057716307,1.0,1.0,-0.18538587848932686,m_a=1,15.0,1.7
-5.899552066397133,-2.4475456114913445,-5.676242004417503,-2.6708556734709754,0.0,0.0,-1.4133537206931703,m_u,15.0,1.7
0.1143138640684656,0.5252528237624942,0.20448339547474106,0.4711349391739169,1.0,1.0,0.37201646090534984,m_y=1,16.0,1.7
0.3124331930754921,0.6717913415023765,0.3191647177224255,0.6683122593405428,0.0,0.0,0.2878179384203481,m_y=0,16.0,1.7
